"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDUSTRY","INDICATOR","GAS_TYPE","S_ADJUSTMENT","FREQUENCY","SCALE","DECIMALS_DISPLAYED","AEA","UNIT","OVERLAP","COUNTRY_COVERAGE","TIME_COVERAGE","DOI","FULL_DESCRIPTION","AUTHOR","PUBLISHER","DEPARTMENT","CONTACT_POINT","TOPIC","TOPIC_DATASET","KEYWORDS","KEYWORDS_DATASET","LANGUAGE","PUBLICATION_DATE","UPDATE_DATE","METHODOLOGY","METHODOLOGY_NOTES","ACCESS_SHARING_LEVEL","ACCESS_SHARING_NOTES","SECURITY_CLASSIFICATION","SHORT_SOURCE_CITATION","FULL_SOURCE_CITATION","LICENSE","SUGGESTED_CITATION","KEY_INDICATOR","SERIES_NAME","2010","2010-Q1","2010-Q2","2010-Q3","2010-Q4","2011","2011-Q1","2011-Q2","2011-Q3","2011-Q4","2012","2012-Q1","2012-Q2","2012-Q3","2012-Q4","2013","2013-Q1","2013-Q2","2013-Q3","2013-Q4","2014","2014-Q1","2014-Q2","2014-Q3","2014-Q4","2015","2015-Q1","2015-Q2","2015-Q3","2015-Q4","2016","2016-Q1","2016-Q2","2016-Q3","2016-Q4","2017","2017-Q1","2017-Q2","2017-Q3","2017-Q4","2018","2018-Q1","2018-Q2","2018-Q3","2018-Q4","2019","2019-Q1","2019-Q2","2019-Q3","2019-Q4","2020","2020-Q1","2020-Q2","2020-Q3","2020-Q4","2021","2021-Q1","2021-Q2","2021-Q3","2021-Q4","2022","2022-Q1","2022-Q2","2022-Q3","2022-Q4","2023","2023-Q1","2023-Q2","2023-Q3","2023-Q4","2024","2024-Q1","2024-Q2","2024-Q3","2024-Q4","2025-Q1"
"IMF.STA:AEA(7.0.0)","G92031.S.GHG_MTCO2.CH4.NSA.Q","OBS_VALUE","North America","Other service industries","Air emissions, Metric ton of CO₂","Methane","Not seasonally adjusted (NSA)","Quarterly","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","","82.74938925","84.15204763","83.79373191","82.82560004","","84.11262192","82.85393814","80.55138633","76.53774786","","72.51956935","68.66900319","66.74566083","67.43701375","","69.00458086","70.32021302","70.41028254","69.63636043","","68.92537091","68.98900336","69.3205728","69.12770304","","69.25281759","68.65104921","67.30772903","66.39671294","","64.88437718","63.9619124","64.0199639","67.24752478","","70.92137373","70.94072896","63.84855391","54.90508818","","39.22524029","29.363771","23.84409765","23.1822915","","26.93392538","29.22261717","30.73790032","30.97176779","","30.05656606","27.7618748","27.7548631","28.03202196","","26.88404116","28.61335121","28.10710396","28.2561841","","27.90957007","27.75733994","27.39643321","27.04407834","","27.60191904","27.88381256","27.66691469","27.58861614","","27.49453097","28.0972617","28.32823542","28.88777443","28.92170121"
"IMF.STA:AEA(7.0.0)","U154.A.GHG_MTCO2.CH4.SA.A","OBS_VALUE","Northern Europe","Agriculture, Forestry and Fishing","Air emissions, Metric ton of CO₂","Methane","Seasonally adjusted (SA)","Annual","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","62.59149718","","","","","62.10017741","","","","","62.8612569","","","","","62.92709296","","","","","63.83294725","","","","","64.4255901","","","","","64.75017997","","","","","65.45176799","","","","","65.25147576","","","","","64.42232662","","","","","64.29334593","","","","","64.92250643","","","","","64.55697316","","","","","63.01963407","","","","","","","","","",""
"IMF.STA:AEA(7.0.0)","G92031.C.GHG_MTCO2.F_GAS.SA.A","OBS_VALUE","North America","Manufacturing","Air emissions, Metric ton of CO₂","Fluorinated gases","Seasonally adjusted (SA)","Annual","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","3.787833893","","","","","3.858835272","","","","","4.372280107","","","","","4.867833789","","","","","4.428434895","","","","","4.529872676","","","","","4.397133289","","","","","3.91412373","","","","","4.074979321","","","","","4.155469503","","","","","4.188753036","","","","","4.097977423","","","","","4.026583998","","","","","3.886943011","","","","","","","","","",""
"IMF.STA:AEA(7.0.0)","U154.B.GHG_MTCO2.CH4.SA.A","OBS_VALUE","Northern Europe","Mining and quarrying","Air emissions, Metric ton of CO₂","Methane","Seasonally adjusted (SA)","Annual","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","5.24849851","","","","","5.089321787","","","","","5.167441426","","","","","4.066032002","","","","","3.904137459","","","","","3.499878489","","","","","2.524900075","","","","","2.519975554","","","","","2.540903601","","","","","2.383424439","","","","","2.074144204","","","","","1.880777965","","","","","1.731315896","","","","","1.696512142","","","","","","","","","",""
"IMF.STA:AEA(7.0.0)","G92031.HH_TOTAL.GHG_MTCO2.F_GAS.SA.A","OBS_VALUE","North America","Total Households","Air emissions, Metric ton of CO₂","Fluorinated gases","Seasonally adjusted (SA)","Annual","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","0.19638996","","","","","0.236034715","","","","","0.288476438","","","","","0.357158245","","","","","0.37394799","","","","","0.371037422","","","","","0.416951818","","","","","0.503712178","","","","","0.650960158","","","","","0.684979566","","","","","0.732175773","","","","","0.743842682","","","","","0.734862229","","","","","0.720705992","","","","","","","","","",""
"IMF.STA:AEA(7.0.0)","U154.A.GHG_MTCO2.CO2.SA.A","OBS_VALUE","Northern Europe","Agriculture, Forestry and Fishing","Air emissions, Metric ton of CO₂","Carbon dioxide","Seasonally adjusted (SA)","Annual","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","20.23514782","","","","","19.23483984","","","","","19.69735962","","","","","18.89248406","","","","","18.61322004","","","","","18.88454237","","","","","19.19708184","","","","","18.7743807","","","","","19.13906276","","","","","18.6372425","","","","","18.86144788","","","","","19.53998594","","","","","19.20996178","","","","","19.10537095","","","","","","","","","",""
"IMF.STA:AEA(7.0.0)","G92031.E.GHG_MTCO2.GHG.NSA.Q","OBS_VALUE","North America","Water supply; sewerage, waste management and remediation activities","Air emissions, Metric ton of CO₂","Greenhouse gas","Not seasonally adjusted (NSA)","Quarterly","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","","10.53665258","11.66495532","12.16331508","13.29551848","","12.19818078","11.4700672","10.67008589","12.73465556","","12.91281451","11.67030904","10.58785441","11.91953836","","14.06043169","11.7432797","9.73579025","12.37061298","","14.56852971","10.89738115","9.542662899","12.6741793","","14.77739436","10.77009511","9.10251874","13.09703788","","13.90264543","11.06262402","9.370535293","13.62529136","","13.55688508","11.40390586","8.949115298","14.59997712","","9.448704473","6.416995796","4.497889467","9.334604955","","10.20180327","6.148487186","4.613557271","8.908515012","","8.716258621","6.075830157","4.92273247","9.685432335","","9.419287924","6.372678907","4.480876778","9.129146295","","9.79422851","6.484947305","4.041851988","9.570821537","","9.042905884","6.44688896","3.552329685","11.12428387","","11.02642412","8.920105603","5.250888896","12.15797132","13.84301018"
"IMF.STA:AEA(7.0.0)","G92031.F.GHG_MTCO2.CO2.NSA.Q","OBS_VALUE","North America","Construction","Air emissions, Metric ton of CO₂","Carbon dioxide","Not seasonally adjusted (NSA)","Quarterly","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","","21.30184226","27.59686904","33.5951878","46.74891204","","32.99129028","30.91115146","27.26376894","26.82519615","","29.17297366","33.66923666","30.68853528","30.89956195","","32.3998085","33.10218815","30.62888497","30.30397195","","35.71133718","27.61468394","24.48492179","26.50051186","","29.26168179","24.29112247","26.99197434","29.37052194","","28.67235364","27.88542522","27.29235457","24.92034592","","25.45620903","29.4761352","28.00956854","33.6563598","","53.27175329","56.58622302","56.12308984","58.35420583","","60.77699023","57.3103981","50.19251358","52.95860714","","46.48696771","52.03397765","54.05688763","50.79726655","","54.80166084","55.53276051","50.57092722","51.39427852","","59.05978771","56.15193226","54.18851396","47.60884266","","54.85902082","53.90212279","50.91431452","54.49630481","","64.32636926","56.98764176","61.47575066","47.84435031","61.85805635"
"IMF.STA:AEA(7.0.0)","G92031.F.GHG_MTCO2.N2O.SA.A","OBS_VALUE","North America","Construction","Air emissions, Metric ton of CO₂","Nitrous oxide","Seasonally adjusted (SA)","Annual","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","1.813210632","","","","","1.774191485","","","","","1.811694741","","","","","1.810923368","","","","","2.108668099","","","","","1.811108991","","","","","1.81041436","","","","","1.812436431","","","","","1.812213616","","","","","2.111113633","","","","","1.812042443","","","","","1.812887213","","","","","1.813379436","","","","","1.789900544","","","","","","","","","",""
"IMF.STA:AEA(7.0.0)","G92031.A.GHG_MTCO2.N2O.SA.Q","OBS_VALUE","North America","Agriculture, Forestry and Fishing","Air emissions, Metric ton of CO₂","Nitrous oxide","Seasonally adjusted (SA)","Quarterly","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","","82.8265711","83.37560386","85.61927982","92.16506904","","89.207096","89.53594029","87.8203822","75.60489791","","74.92017169","82.49590194","86.93095189","87.31608623","","88.29392146","95.33065366","89.85041927","107.4701885","","106.0459783","92.2029245","91.75476187","99.28597271","","106.5008694","97.48761822","99.27909926","86.26547847","","94.90680019","97.12849259","94.63146298","85.38978575","","80.44785957","94.41307705","93.56690134","100.7015783","","101.7817113","105.3355773","102.6807828","108.0875168","","108.630482","94.44766945","95.7504757","99.48291252","","91.46154251","94.04916781","95.50638258","92.62792572","","95.38627393","97.34420185","101.5440462","84.8073397","","93.91630399","92.45370253","91.878709","93.33023472","","88.78807315","95.99286793","91.57272941","94.68006114","","99.93760147","93.17090128","99.30097211","95.08163925","97.89798877"
"IMF.STA:AEA(7.0.0)","G92031.HH_TOTAL.GHG_MTCO2.F_GAS.SA.Q","OBS_VALUE","North America","Total Households","Air emissions, Metric ton of CO₂","Fluorinated gases","Seasonally adjusted (SA)","Quarterly","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","","0.04779774","0.048117471","0.048963173","0.051511575","","0.055301419","0.057505741","0.061182259","0.062045296","","0.064365582","0.069842922","0.075098056","0.079169878","","0.083309065","0.087979935","0.091334899","0.094534347","","0.094653529","0.094016749","0.092872162","0.092405549","","0.093216424","0.091931586","0.092206099","0.093683314","","0.09860311","0.102381691","0.106332483","0.109634533","","0.113393888","0.120239473","0.129526813","0.140552004","","0.151180191","0.16139213","0.16796489","0.170422948","","0.170696062","0.169365507","0.170539412","0.174378585","","0.178338644","0.181803325","0.185223564","0.18681024","","0.186719779","0.187607611","0.185225875","0.184289416","","0.184257079","0.18393215","0.184165692","0.182507308","","0.18165701","0.180953033","0.178947241","0.179148709","","0.178651957","0.178105357","0.180475968","0.180112991","0.183009219"
"IMF.STA:AEA(7.0.0)","U154.E.GHG_MTCO2.CO2.SA.A","OBS_VALUE","Northern Europe","Water supply; sewerage, waste management and remediation activities","Air emissions, Metric ton of CO₂","Carbon dioxide","Seasonally adjusted (SA)","Annual","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","5.173120027","","","","","5.208378943","","","","","5.442331696","","","","","5.594806215","","","","","5.804162752","","","","","5.876556619","","","","","6.128462167","","","","","6.391599474","","","","","6.665882569","","","","","6.719191178","","","","","6.734812157","","","","","6.805514667","","","","","6.749647879","","","","","6.134109447","","","","","","","","","",""
"IMF.STA:AEA(7.0.0)","U154.C.GHG_MTCO2.CO2.SA.A","OBS_VALUE","Northern Europe","Manufacturing","Air emissions, Metric ton of CO₂","Carbon dioxide","Seasonally adjusted (SA)","Annual","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","152.4006448","","","","","149.5985108","","","","","144.3040757","","","","","144.8891797","","","","","142.4002857","","","","","139.4492543","","","","","131.7590612","","","","","132.3664908","","","","","130.9926495","","","","","129.7250428","","","","","121.8793615","","","","","123.7469214","","","","","119.0650403","","","","","112.2348112","","","","","","","","","",""
"IMF.STA:AEA(7.0.0)","G92031.D.GHG_MTCO2.N2O.SA.A","OBS_VALUE","North America","Electricity, gas, steam and air conditioning supply","Air emissions, Metric ton of CO₂","Nitrous oxide","Seasonally adjusted (SA)","Annual","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","55.7781766","","","","","53.48943765","","","","","49.13405319","","","","","51.48626956","","","","","52.06262782","","","","","49.70710513","","","","","49.9673291","","","","","48.75605126","","","","","49.01427378","","","","","46.32758235","","","","","45.39035921","","","","","47.1824287","","","","","49.53872249","","","","","41.60326024","","","","","","","","","",""
"IMF.STA:AEA(7.0.0)","G92031.C.GHG_MTCO2.N2O.SA.Q","OBS_VALUE","North America","Manufacturing","Air emissions, Metric ton of CO₂","Nitrous oxide","Seasonally adjusted (SA)","Quarterly","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","","4.997679978","5.449847304","6.062134712","6.798694146","","7.120848453","7.289663173","7.113816258","6.663733035","","6.247650967","5.893854842","5.637666526","5.578887979","","5.532881867","5.597814147","5.644409081","5.711795134","","5.848679602","6.00099942","6.117492835","6.252582483","","6.060955357","5.939266656","5.856144876","5.822051954","","5.996316391","6.170881531","6.308071567","6.455556152","","6.166068279","6.038808484","6.051921519","6.1967696","","6.657825238","6.974802304","7.03268557","6.889090383","","6.242395792","5.728367123","5.42335562","5.384469028","","5.737759398","6.113973248","6.474346447","6.709203903","","6.432904798","6.139186227","5.826489905","5.537468365","","5.267724722","5.047827699","4.836743099","4.647292575","","4.743775142","4.871897818","5.023497645","5.183013346","","5.074240057","4.999119106","4.934311014","4.877288286","4.836322829"
"IMF.STA:AEA(7.0.0)","G92031.H.GHG_MTCO2.N2O.SA.A","OBS_VALUE","North America","Transportation and Storage","Air emissions, Metric ton of CO₂","Nitrous oxide","Seasonally adjusted (SA)","Annual","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","8.654710603","","","","","8.29462581","","","","","7.989793859","","","","","7.580571311","","","","","7.826645531","","","","","7.637583982","","","","","7.484957542","","","","","7.511078424","","","","","6.894990115","","","","","7.116493197","","","","","6.100374821","","","","","6.433067965","","","","","6.84817036","","","","","7.001171415","","","","","","","","","",""
"IMF.STA:AEA(7.0.0)","G92031.HH_TOTAL.GHG_MTCO2.GHG.SA.A","OBS_VALUE","North America","Total Households","Air emissions, Metric ton of CO₂","Greenhouse gas","Seasonally adjusted (SA)","Annual","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","1331.773015","","","","","1247.046893","","","","","1103.112607","","","","","1147.574629","","","","","1179.110663","","","","","1149.906962","","","","","1136.333843","","","","","1136.000604","","","","","1304.444878","","","","","1296.363189","","","","","1139.590913","","","","","1232.239032","","","","","1266.099022","","","","","1269.647947","","","","","","","","","",""
"IMF.STA:AEA(7.0.0)","G92031.HH_TOTAL.GHG_MTCO2.CO2.SA.Q","OBS_VALUE","North America","Total Households","Air emissions, Metric ton of CO₂","Carbon dioxide","Seasonally adjusted (SA)","Quarterly","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","","323.1522672","329.774082","330.2314445","327.2707565","","320.1099218","311.2774864","303.7896215","292.6334829","","283.848116","272.7796854","265.6197694","265.1869583","","274.6174725","281.85898","285.9850145","290.5014645","","289.4093319","290.6910661","290.9553838","294.9995658","","287.8720354","284.21714","283.1055844","282.9236747","","289.1256008","278.6692553","281.4875052","276.5898215","","271.9133217","277.5007937","283.6548104","293.3698368","","309.8485247","319.1480714","324.7998617","325.4432584","","320.985673","318.1857616","316.7234663","314.1770566","","305.6651129","243.2526274","287.2546145","280.8910528","","287.3552807","304.0909441","306.6120489","311.4319196","","311.3694306","310.109287","309.8648427","311.3419823","","314.760414","312.5038102","307.703264","311.0796616","","308.3211333","305.852787","306.5684862","303.2184077","302.3096915"
"IMF.STA:AEA(7.0.0)","G92031.B.GHG_MTCO2.N2O.NSA.Q","OBS_VALUE","North America","Mining and quarrying","Air emissions, Metric ton of CO₂","Nitrous oxide","Not seasonally adjusted (NSA)","Quarterly","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","","0.33884461","0.359927696","0.352277875","0.35541225","","0.343742845","0.36034745","0.358121612","0.366001711","","0.365868823","0.374331037","0.374045718","0.375894587","","0.371756482","0.379917097","0.365931475","0.369372638","","0.359087311","0.390859566","0.377833068","0.381922476","","0.3744013","0.384808853","0.379275284","0.383917785","","0.370051597","0.366684829","0.373711082","0.384506068","","0.37488757","0.382234586","0.378813176","0.385330676","","0.37543364","0.392299736","0.390369163","0.40682058","","0.386355747","0.401391062","0.386606716","0.385496666","","0.380180022","0.354073857","0.38130236","0.406363143","","0.400969984","0.396394058","0.374959303","0.370900292","","0.361044017","0.37780983","0.381714794","0.382506412","","0.37225905","0.365536654","0.365256153","0.381998855","","0.359556959","0.365051954","0.352719677","0.339171318","0.352531444"
"IMF.STA:AEA(7.0.0)","G92031.H.GHG_MTCO2.CH4.NSA.Q","OBS_VALUE","North America","Transportation and Storage","Air emissions, Metric ton of CO₂","Methane","Not seasonally adjusted (NSA)","Quarterly","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","","15.53340176","14.34519473","14.08446195","15.12269652","","15.4004581","14.12810237","14.24508862","14.90189383","","14.5982654","13.51418605","13.43342913","13.75192623","","14.92283458","13.67913271","13.49811972","13.99073092","","14.83199025","13.77200063","13.65443657","14.34304391","","15.55735921","14.28684426","14.11820905","15.3987736","","15.16979504","14.3050295","14.01162972","14.89275854","","14.86657898","14.06235391","13.82876858","14.86107169","","15.30616559","14.35684374","14.06318133","15.41274107","","15.52378643","14.33021386","14.15524171","15.12463757","","15.2806492","14.40485538","14.08711818","14.73339619","","15.37350225","14.1725453","13.66510993","14.56863672","","15.26041942","13.96020313","13.5745682","14.57763014","","15.0785297","13.94151069","13.58564851","14.51348215","","15.08334349","13.90180398","13.54421629","14.39876731","15.19497487"
"IMF.STA:AEA(7.0.0)","G92031.F.GHG_MTCO2.N2O.SA.Q","OBS_VALUE","North America","Construction","Air emissions, Metric ton of CO₂","Nitrous oxide","Seasonally adjusted (SA)","Quarterly","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","","0.45426962","0.4564244","0.454950011","0.447566601","","0.440221843","0.442808752","0.438958322","0.452202568","","0.463155229","0.455157357","0.447375105","0.44600705","","0.440480364","0.442342222","0.457847014","0.470253768","","0.504818293","0.533179516","0.540092795","0.530577495","","0.48642167","0.440330214","0.445494918","0.43886219","","0.439371989","0.444687743","0.459527064","0.466827563","","0.472755582","0.46607306","0.441554196","0.432053592","","0.428982057","0.438223976","0.461464598","0.483542985","","0.504237992","0.527436058","0.536591872","0.54284771","","0.548575657","0.410064503","0.421245495","0.432156788","","0.442987674","0.46043046","0.450016102","0.459452976","","0.454955635","0.453665583","0.455271854","0.449486364","","0.459564522","0.451051203","0.443303957","0.435980862","","0.424238175","0.421701271","0.416552523","0.415140153","0.416519283"
"IMF.STA:AEA(7.0.0)","G92031.F.GHG_MTCO2.GHG.NSA.Q","OBS_VALUE","North America","Construction","Air emissions, Metric ton of CO₂","Greenhouse gas","Not seasonally adjusted (NSA)","Quarterly","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","","21.81366254","28.11825916","34.11707181","47.26479726","","33.48750352","31.41618952","27.76837066","27.34500274","","29.69183368","34.18812705","31.20392172","31.41432373","","32.89661349","33.60761547","31.15522242","30.84274517","","36.26928094","28.21060072","25.09597352","27.10075821","","29.80165861","24.79517154","27.50842349","29.87795539","","29.16491964","28.39407139","27.82238111","25.45581071","","25.98093202","30.00713017","28.52269506","34.15709612","","53.75278717","57.08994189","56.65595181","58.90567994","","61.32910598","57.90319455","50.80222122","53.57185049","","47.08447057","52.50969328","54.55046247","51.29888482","","55.29538705","56.06009894","51.09218848","51.92160972","","59.56489575","56.67334951","54.71546635","48.12565921","","55.36746871","54.42008744","51.42831823","54.99964682","","64.80073912","57.4763093","61.96242824","48.32685711","62.32529423"
"IMF.STA:AEA(7.0.0)","G92031.E.GHG_MTCO2.N2O.SA.Q","OBS_VALUE","North America","Water supply; sewerage, waste management and remediation activities","Air emissions, Metric ton of CO₂","Nitrous oxide","Seasonally adjusted (SA)","Quarterly","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","","0.321988137","0.364805144","0.375566229","0.366469613","","0.36984762","0.360523797","0.369602803","0.351560552","","0.358347418","0.350432133","0.356840327","0.361089987","","0.358081706","0.364887765","0.355441749","0.364134344","","0.366481281","0.369645286","0.360062402","0.382963066","","0.38082592","0.384344511","0.376416092","0.342561518","","0.406368346","0.388601818","0.414445054","0.398812447","","0.392993046","0.414101002","0.411262844","0.43666577","","0.424331115","0.424872902","0.455717495","0.435935096","","0.470749954","0.454698346","0.437383139","0.43150371","","0.489725517","0.435952537","0.437837389","0.440739932","","0.423220337","0.456961056","0.44972155","0.480451504","","0.458127655","0.452016719","0.46345515","0.477758361","","0.434386384","0.489086135","0.4897453","0.481636094","","0.499400767","0.494960069","0.518428228","0.501175182","0.557264459"
"IMF.STA:AEA(7.0.0)","G92031.D.GHG_MTCO2.N2O.SA.Q","OBS_VALUE","North America","Electricity, gas, steam and air conditioning supply","Air emissions, Metric ton of CO₂","Nitrous oxide","Seasonally adjusted (SA)","Quarterly","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","","13.23030093","14.18496441","14.49091578","13.87199548","","14.15126875","13.43901183","13.67454423","12.22461285","","11.64511891","12.27519507","12.4541054","12.7596338","","12.01106823","13.03080542","12.29750107","14.14689484","","16.26375838","11.63206104","11.73270554","12.43410286","","14.58785389","11.42651931","12.30821404","11.38451789","","11.64908167","13.26869861","12.72361188","12.32593694","","12.43911591","12.55273186","10.67660041","13.08760308","","14.59636851","11.18970446","11.8160121","11.41218872","","10.87033524","11.77953691","11.93766317","11.74004702","","10.29415537","12.09358432","12.13656376","10.86605576","","12.17671493","11.34808852","11.7786747","11.87895055","","13.21334121","11.78769884","11.57477136","12.96291108","","10.85636689","10.39659464","10.28353931","10.0667594","","9.25755843","10.30179861","10.10976645","10.49656687","11.0754444"
"IMF.STA:AEA(7.0.0)","G92031.H.GHG_MTCO2.N2O.SA.Q","OBS_VALUE","North America","Transportation and Storage","Air emissions, Metric ton of CO₂","Nitrous oxide","Seasonally adjusted (SA)","Quarterly","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","","2.151751943","2.173233687","2.171664185","2.158060788","","2.120089623","2.084744059","2.051603885","2.038188244","","2.039919342","2.01802076","1.987767037","1.94408672","","1.906573662","1.883248886","1.887725216","1.903023547","","1.926440876","1.956751592","1.962729696","1.980723366","","1.94074415","1.916326625","1.903505242","1.877007966","","1.877899205","1.862286975","1.866939814","1.877831548","","1.901011842","1.905298311","1.872897516","1.831870756","","1.746955161","1.719442091","1.709077952","1.719514911","","1.76093057","1.789732591","1.797114623","1.768715412","","1.677833977","1.394452406","1.522565725","1.505522713","","1.536946632","1.593753671","1.633882334","1.668485327","","1.683398981","1.70607425","1.726067671","1.732629457","","1.748025686","1.746978452","1.74636689","1.759800388","","1.74745275","1.75394937","1.761354146","1.757923297","1.757795399"
"IMF.STA:AEA(7.0.0)","G92031.S.GHG_MTCO2.F_GAS.SA.A","OBS_VALUE","North America","Other service industries","Air emissions, Metric ton of CO₂","Fluorinated gases","Seasonally adjusted (SA)","Annual","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","3.292382051","","","","","3.530880378","","","","","3.615634603","","","","","4.060233444","","","","","4.759320326","","","","","4.837578046","","","","","4.922386324","","","","","5.035029264","","","","","5.602886761","","","","","5.673596357","","","","","5.524415229","","","","","5.341073322","","","","","5.276590258","","","","","5.174943094","","","","","","","","","",""
"IMF.STA:AEA(7.0.0)","G92031.HH_TOTAL.GHG_MTCO2.GHG.SA.Q","OBS_VALUE","North America","Total Households","Air emissions, Metric ton of CO₂","Greenhouse gas","Seasonally adjusted (SA)","Quarterly","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","","328.5707297","335.1095205","335.5775844","332.5151805","","325.2131672","316.2220921","308.5851565","297.0264777","","287.8864104","276.7915218","269.4874498","268.9472248","","278.3663271","285.4992313","289.539963","294.1691075","","293.0620349","293.9844182","293.9633371","298.1008724","","291.0900054","287.2455891","285.9754615","285.5959058","","291.7063204","281.3646744","284.2370851","279.0257627","","274.1161115","279.8948855","285.9900261","295.9995812","","315.8328317","325.4136138","331.1800502","332.018382","","327.7514679","324.6783513","323.3591075","320.5742624","","311.5687006","248.8050599","292.7596683","286.4574839","","293.1087772","309.8618815","312.2425564","317.0258165","","317.154823","315.9441156","315.730535","317.269548","","320.5112884","318.3502496","313.7048688","317.0815406","","314.3005438","311.9088977","312.8257841","309.3214353","308.7589482"
